9.053749539212510022e-01,7.464822748779065265e-01,6.309295725197081595e-01,5.921602980475344502e-01,5.921602980475344502e-01,5.921602980475344502e-01,5.921602980475344502e-01,3.377379557514199604e-01,3.377379557514199604e-01,2.170230122787875082e-01,1.756963938831455074e-01,1.403504223558256214e-01,1.403504223558256214e-01,1.317652870922669806e-01,1.317652870922669806e-01,1.317652870922669806e-01,1.317652870922669806e-01,1.317652870922669806e-01,1.317652870922669806e-01,1.317652870922669806e-01,1.317652870922669806e-01,1.317652870922669806e-01,1.317652870922669806e-01,1.317652870922669806e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01,1.089659595839775896e-01
9.111599870954236735e-01,8.964090161478810437e-01,6.617823635695812001e-01,4.765635143489634906e-01,3.271164808411977099e-01,2.372940294187162458e-01,2.213195600837489785e-01,2.213195600837489785e-01,1.532306521671515931e-01,1.532306521671515931e-01,6.716317368025537249e-02,6.716317368025537249e-02,6.716317368025537249e-02,6.716317368025537249e-02,6.716317368025537249e-02,5.357766540395791921e-02,5.357766540395791921e-02,5.357766540395791921e-02,5.357766540395791921e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02,1.540299923113996883e-02
1.342307068528675762e+00,1.342307068528675762e+00,1.271775697552126383e+00,1.271775697552126383e+00,1.136488350529422542e+00,1.030303396403733363e+00,9.909379532312456718e-01,9.909379532312456718e-01,7.586120803452591765e-01,5.413497425808242447e-01,3.664699835094107350e-01,2.853031680477853271e-01,2.853031680477853271e-01,2.126357185109148951e-01,2.126357185109148951e-01,1.374533201974181829e-01,1.374533201974181829e-01,1.337906417552185978e-01,1.032168612646429118e-01,8.888546836354960234e-02,2.638431037205446472e-02,2.638431037205446472e-02,2.638431037205446472e-02,2.638431037205446472e-02,2.638431037205446472e-02,2.638431037205446472e-02,2.638431037205446472e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02,1.471337820817675279e-02
1.078014151999711956e+00,1.051272144488484717e+00,1.051272144488484717e+00,9.502325254656218689e-01,9.502325254656218689e-01,7.743721832842846986e-01,6.561976181445299261e-01,6.340912921152868087e-01,5.206233463751424040e-01,3.938985513811692485e-01,3.385652667082976741e-01,3.340893010069212465e-01,2.494698339783623098e-01,2.384355712516659231e-01,1.328280793311731323e-01,1.328280793311731323e-01,8.642140918296314922e-02,8.164999173878539906e-02,4.765498777570797984e-02,4.765498777570797984e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02,1.897923259079359326e-02
1.226299533538609987e+00,1.226299533538609987e+00,1.060224212519308429e+00,9.182136450876332567e-01,7.730591156441453116e-01,6.510440735366307408e-01,5.687271578971762054e-01,3.738799636719742914e-01,2.543015881434218528e-01,2.543015881434218528e-01,2.543015881434218528e-01,2.470671282810381619e-01,1.266784431831839974e-01,7.324502917889397224e-02,3.011672214192717689e-02,3.011672214192717689e-02,3.011672214192717689e-02,3.011672214192717689e-02,3.011672214192717689e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02,1.617832100290916841e-02
1.449392399263711884e+00,1.424917159108142206e+00,1.351242745314783056e+00,1.351242745314783056e+00,1.156897315598951703e+00,9.479659344793862630e-01,7.785153500998713838e-01,6.583503725659820560e-01,6.017200090064709350e-01,6.017200090064709350e-01,5.938040952639824788e-01,5.938040952639824788e-01,3.883325360122187320e-01,2.776676812697203012e-01,1.538694714316024559e-01,9.213108418382365272e-02,9.213108418382365272e-02,9.213108418382365272e-02,9.005045365645170108e-02,3.230401937186355710e-02,3.230401937186355710e-02,3.230401937186355710e-02,3.230401937186355710e-02,3.230401937186355710e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02,1.586771641565976054e-02
6.651155163462818543e-01,5.538529419528122055e-01,4.602765471712504386e-01,4.602765471712504386e-01,4.602765471712504386e-01,2.702888228750262023e-01,2.364748963666074566e-01,1.410428314532086169e-01,1.410428314532086169e-01,1.410428314532086169e-01,1.410428314532086169e-01,1.410428314532086169e-01,1.410428314532086169e-01,1.410428314532086169e-01,1.410428314532086169e-01,1.240134782460629026e-01,1.240134782460629026e-01,1.240134782460629026e-01,1.240134782460629026e-01,1.240134782460629026e-01,1.240134782460629026e-01,1.240134782460629026e-01,1.240134782460629026e-01,1.240134782460629026e-01,1.240134782460629026e-01,1.240134782460629026e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01,1.101633564349371319e-01
9.887558325101966084e-01,8.831294226094201782e-01,6.400341658563624136e-01,4.780102917124988693e-01,3.341542162970450036e-01,3.341542162970450036e-01,3.234640870049760863e-01,3.234640870049760863e-01,3.098017704317128640e-01,2.696672952297918258e-01,2.005812102436528299e-01,1.852312573421346364e-01,1.852312573421346364e-01,1.852312573421346364e-01,1.103212019481607520e-01,1.103212019481607520e-01,1.103212019481607520e-01,1.103212019481607520e-01,1.077042124218192676e-01,1.077042124218192676e-01,1.077042124218192676e-01,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,4.326328948694602161e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02,1.315390139403849190e-02
1.118505302251469269e+00,1.118505302251469269e+00,1.021243285994634320e+00,1.021243285994634320e+00,7.888834018168360274e-01,6.093379719280966889e-01,5.130609662089855583e-01,5.130609662089855583e-01,5.130609662089855583e-01,2.909459859509717639e-01,1.723152086037318398e-01,1.542984604930848214e-01,1.337623383253854215e-01,1.337623383253854215e-01,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,9.183784666042438261e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02,7.581874013603595586e-02
9.208092419049669353e-01,7.493790059143718985e-01,6.104799184157259084e-01,5.264930910683234266e-01,4.391921775794496163e-01,4.391921775794496163e-01,4.353047617828722515e-01,4.353047617828722515e-01,4.353047617828722515e-01,2.933459349536766680e-01,2.847487947741993430e-01,2.847487947741993430e-01,2.847487947741993430e-01,2.743303969935055875e-01,1.998049032283537585e-01,1.638158670731955091e-01,1.638158670731955091e-01,1.185919456345003731e-01,1.185919456345003731e-01,1.185919456345003731e-01,8.357683630014856035e-02,8.357683630014856035e-02,8.357683630014856035e-02,8.357683630014856035e-02,8.357683630014856035e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02,4.677437717387755711e-02
